cell_id,iso,year,predicted_GCP_const_2017_USD,predicted_GCP_current_USD,predicted_GCP_const_2017_PPP,predicted_GCP_current_PPP,pop_cell,cell_GDPC_const_2017_USD,cell_GDPC_current_USD,cell_GDPC_const_2017_PPP,cell_GDPC_current_PPP,subcell_id,subcell_id_0_25,is_cell_censored,method,cell_size,national_population,longitude,latitude
28549,VEN,2021,0.199591134833044,0.218257931615991,0.580952855649776,0.640292907559747,100517,1.9856455607812e-6,2.17135341898376e-6,5.77964777748815e-6,6.36999619526793e-6,1,3,0,post-adjust zero GDP for pop density = 0,0_25-deg by 0_25-deg,27586000,-71.75,10.75
28549,VEN,2021,5.55641638656783,6.07608122847705,16.1731430088616,17.825110352442,1978338,2.80862844800425e-6,3.07130592875285e-6,8.17511618786151e-6,9.01014404638742e-6,1,4,0,post-adjust zero GDP for pop density = 0,0_25-deg by 0_25-deg,27586000,-71.75,10.5
28549,VEN,2021,0.0344563747067409,0.0376789133483785,0.100292677317378,0.110536835032288,22286,1.5460995560774e-6,1.690698795135e-6,4.50025474815483e-6,4.95992259859498e-6,2,1,0,post-adjust zero GDP for pop density = 0,0_25-deg by 0_25-deg,27586000,-72,10.25
28549,VEN,2021,0.00668994438790218,0.00731562264000814,0.0194725196564518,0.0214614940043606,2646,2.52832365378011e-6,2.76478557823436e-6,7.35922889510648e-6,8.11091988071071e-6,2,2,0,post-adjust zero GDP for pop density = 0,0_25-deg by 0_25-deg,27586000,-72,10
28549,VEN,2021,0.11649588963208,0.127391188662418,0.339086301652779,0.373721467908276,36206,3.21758519670994e-6,3.51851043093461e-6,9.3654726192559e-6,1.03220866129447e-5,2,3,0,post-adjust zero GDP for pop density = 0,0_25-deg by 0_25-deg,27586000,-71.75,10.25
28549,VEN,2021,0.0186252625150033,0.0203671935415863,0.054212825907168,0.0597502664623391,9280,2.00703259859949e-6,2.19474068336059e-6,5.84189934344481e-6,6.43860629982101e-6,3,1,0,post-adjust zero GDP for pop density = 0,0_25-deg by 0_25-deg,27586000,-71.5,10.75
28549,VEN,2021,0.0694408202544484,0.0759352854581018,0.202122418208755,0.222767733352721,20600,3.37091360458487e-6,3.6861789057331e-6,9.81176787421142e-6,1.08139676384816e-5,3,2,0,post-adjust zero GDP for pop density = 0,0_25-deg by 0_25-deg,27586000,-71.5,10.5
28549,VEN,2021,0.00750641165604469,0.00820845015625031,0.0218490229584082,0.0240807396010331,6323,1.18715983805863e-6,1.29818917543102e-6,3.45548362460988e-6,3.8084358059518e-6,3,3,0,post-adjust zero GDP for pop density = 0,0_25-deg by 0_25-deg,27586000,-71.25,10.75
28549,VEN,2021,0.0251291218845282,0.0274793275284049,0.0731437051600499,0.0806147954884216,19177,1.31037815531773e-6,1.43293150797335e-6,3.81413699536161e-6,4.20372297483555e-6,3,4,0,post-adjust zero GDP for pop density = 0,0_25-deg by 0_25-deg,27586000,-71.25,10.5
28549,VEN,2021,0.655251845781921,0.716534392509727,1.90725119778101,2.1020628489865,287119,2.28216121462502e-6,2.49560075268348e-6,6.64272025808466e-6,7.3212251679147e-6,4,1,0,post-adjust zero GDP for pop density = 0,0_25-deg by 0_25-deg,27586000,-71.5,10.25
28549,VEN,2021,0.336672013777208,0.368159324418242,0.979956188859988,1.08005149014121,172728,1.94914555704465e-6,2.131439745833e-6,5.67340667905602e-6,6.25290335175077e-6,4,2,0,post-adjust zero GDP for pop density = 0,0_25-deg by 0_25-deg,27586000,-71.5,10
28549,VEN,2021,0.015399491892136,0.0168397321410408,0.0448235278474444,0.049401920815804,10964,1.40455051916599e-6,1.53591135908799e-6,4.08824588174427e-6,4.50583006346258e-6,4,3,0,post-adjust zero GDP for pop density = 0,0_25-deg by 0_25-deg,27586000,-71.25,10.25
28549,VEN,2021,0.0550183985828385,0.0601640042056939,0.160142863042061,0.176500276063636,32804,1.677185665859e-6,1.83404475691056e-6,4.88180901847522e-6,5.3804498251322e-6,4,4,0,post-adjust zero GDP for pop density = 0,0_25-deg by 0_25-deg,27586000,-71.25,10
28550,VEN,2021,0.00976002469363241,0.0106728327585045,0.0284086476171453,0.0313103815666376,7461,1.30813894834907e-6,1.43048287877021e-6,3.80761930265987e-6,4.19653954786726e-6,1,1,0,post-adjust zero GDP for pop density = 0,0_25-deg by 0_25-deg,27586000,-71,10.75
28550,VEN,2021,0.0041448528428562,0.00453250095046146,0.0120644842132875,0.0132967823464687,2634,1.57359637162346e-6,1.72076725530047e-6,4.58029013412586e-6,5.04813300928956e-6,1,2,0,post-adjust zero GDP for pop density = 0,0_25-deg by 0_25-deg,27586000,-71,10.5
28550,VEN,2021,0.00699605131100733,0.0076503582681519,0.0203635095857433,0.0224434919873026,5002,1.39865080188071e-6,1.5294598696825e-6,4.07107348775354e-6,4.48690363600611e-6,1,3,0,post-adjust zero GDP for pop density = 0,0_25-deg by 0_25-deg,27586000,-70.75,10.75
28550,VEN,2021,0.00378389299298153,0.00413778226570642,0.011013833062198,0.0121388149248099,2991,1.26509294315665e-6,1.38341098820008e-6,3.68232466138349e-6,4.05844698255096e-6,1,4,0,post-adjust zero GDP for pop density = 0,0_25-deg by 0_25-deg,27586000,-70.75,10.5
28550,VEN,2021,0.00189057023364976,0.00206738615478247,0.00550291062257869,0.00606499237985746,1144,1.65259635808546e-6,1.80715572970496e-6,4.81023655819817e-6,5.30156676560969e-6,2,1,0,post-adjust zero GDP for pop density = 0,0_25-deg by 0_25-deg,27586000,-71,10.25
28550,VEN,2021,0.0232734991626463,0.0254501573577139,0.0677425167746657,0.0746619155224774,15758,1.47693229868297e-6,1.6150626575526e-6,4.29892859339164e-6,4.73803246112941e-6,2,2,0,post-adjust zero GDP for pop density = 0,0_25-deg by 0_25-deg,27586000,-71,10
28550,VEN,2021,0.00274025230052382,0.00299653488978144,0.00797609272837613,0.00879079180754875,1645,1.66580686961934e-6,1.82160175670604e-6,4.84868858867849e-6,5.34394638756762e-6,2,3,0,post-adjust zero GDP for pop density = 0,0_25-deg by 0_25-deg,27586000,-70.75,10.25
28550,VEN,2021,0.015050489410875,0.0164580891399496,0.0438076811852816,0.0482823129050664,10975,1.37134299871299e-6,1.49959809931205e-6,3.99158826289584e-6,4.39929958132726e-6,2,4,0,post-adjust zero GDP for pop density = 0,0_25-deg by 0_25-deg,27586000,-70.75,10
28550,VEN,2021,0.00270206709457064,0.00295477840557365,0.00786494648703314,0.00866829279692896,1762,1.53352275514792e-6,1.67694574663657e-6,4.46364726846375e-6,4.91957593469293e-6,3,1,0,post-adjust zero GDP for pop density = 0,0_25-deg by 0_25-deg,27586000,-70.5,10.75
28550,VEN,2021,0.0012758211802758,0.00139514258562534,0.003713551499167,0.00409286341163613,757,1.68536483523884e-6,1.84298888457772e-6,4.90561624724836e-6,5.4066887868377e-6,3,2,0,post-adjust zero GDP for pop density = 0,0_25-deg by 0_25-deg,27586000,-70.5,10.5
28550,VEN,2021,0.00245964853754528,0.00268968760940203,0.00715933522286458,0.00789060854329693,1513,1.62567649540336e-6,1.77771818202382e-6,4.73188051742538e-6,5.21520723284662e-6,3,3,0,post-adjust zero GDP for pop density = 0,0_25-deg by 0_25-deg,27586000,-70.25,10.75
